0,2
0,18
0,19
0,22
0,25
0,34
0,35
0,39
0,43
0,53
0,62
0,71
0,73
0,79
0,85
0,96
0,98
0,100
0,111
0,112
0,114
0,116
0,119
0,121
0,124
0,130
0,135
0,138
0,143
0,153
0,164
0,169
0,170
0,174
0,176
0,177
0,185
0,189
0,190
0,191
0,193
0,195
0,205
0,209
0,210
0,211
0,215
0,216
0,219
0,221
0,222
0,223
0,225
0,226
0,234
0,237
0,238
0,240
0,241
0,247
0,267
0,268
0,271
0,272
0,273
0,281
0,282
0,285
0,286
0,291
0,304
0,307
0,312
0,313
0,319
0,322
0,323
0,326
0,332
0,333
0,336
0,337
0,338
0,341
0,343
0,346
0,347
0,350
0,351
0,354
0,356
0,358
0,360
0,366
0,375
0,376
0,379
0,384
0,395
0,401
0,402
0,408
0,412
0,413
0,414
0,418
0,425
0,428
0,429
0,430
0,443
0,444
0,445
0,446
0,460
0,462
0,468
0,469
0,472
0,475
0,476
0,480
0,482
0,483
0,486
0,490
0,491
0,494
0,497
0,502
0,503
0,504
0,506
0,515
0,520
0,523
0,525
0,526
0,527
0,532
0,533
0,534
0,539
0,542
0,546
0,551
0,552
0,564
0,570
0,573
0,574
0,576
0,578
0,582
0,583
0,584
0,585
0,588
0,590
0,591
0,595
0,598
0,601
0,603
0,605
0,606
0,607
2,0
2,22
2,53
2,111
2,153
2,185
2,205
2,209
2,211
2,222
2,241
2,272
2,307
2,337
2,341
2,350
2,375
2,376
2,395
2,401
2,408
2,446
2,469
2,475
2,480
2,483
2,506
2,515
2,523
2,526
2,533
2,552
2,573
2,583
2,590
2,615
2,626
2,636
2,657
2,661
2,675
2,678
2,682
2,686
2,687
2,688
2,695
2,698
2,708
2,714
2,716
2,728
2,756
2,776
2,783
2,798
2,802
2,831
2,836
2,842
2,854
2,865
2,869
2,880
2,898
2,900
2,906
2,918
2,930
2,946
2,948
2,956
2,993
2,1005
2,1010
2,1011
2,1015
2,1071
2,1075
2,1080
2,1108
2,1114
2,1120
2,1121
2,1146
2,1150
2,1171
2,1174
2,1198
2,1201
2,1203
2,1247
2,1251
2,1265
2,1282
2,1286
2,1298
2,1307
2,1324
2,1326
2,1346
2,1351
2,1359
2,1394
2,1403
2,1404
2,1405
2,1406
2,1412
2,1414
2,1415
2,1416
2,1426
2,1430
2,1440
2,1441
2,1444
2,1455
2,1459
2,1461
2,1463
2,1474
2,1479
2,1488
2,1492
2,1497
2,1503
2,1508
2,1513
2,1516
2,1529
2,1542
2,1543
2,1546
2,1558
2,1568
2,1594
2,1603
2,1614
2,1619
2,1627
2,1638
2,1639
2,1642
2,1649
2,1651
2,1656
2,1660
2,1661
2,1663
2,1671
2,1684
2,1686
2,1687
2,1689
2,1695
2,1698
2,1703
2,1715
2,1720
2,1725
2,1741
2,1745
2,1749
2,1759
2,1766
2,1767
2,1773
2,1776
2,1786
2,1791
2,1801
2,1806
2,1807
2,1810
2,1812
2,1813
2,1827
2,1848
2,1852
2,1859
2,1868
2,1881
2,1891
2,1897
2,1899
2,1907
2,1910
2,1917
2,1921
2,1922
2,1923
2,1933
2,1940
2,1941
2,1948
2,1953
2,1954
2,1970
2,1982
2,1992
2,1997
2,1999
2,2000
2,2001
2,2002
2,2003
2,2027
2,2028
2,2040
2,2049
2,2050
2,2051
2,2053
2,2056
2,2059
2,2067
2,2073
2,2082
2,2088
2,2091
2,2100
2,2105
2,2123
2,2132
2,2139
2,2144
2,2159
2,2160
2,2181
2,2182
2,2184
2,2185
2,2200
2,2204
2,2208
2,2211
2,2240
2,2241
2,2242
2,2251
2,2252
2,2255
2,2273
2,2274
2,2280
2,2281
2,2283
2,2285
2,2290
2,2297
2,2305
2,2308
2,2312
2,2319
2,2320
2,2331
2,2341
2,2344
2,2355
2,2356
2,2357
2,2360
2,2361
2,2363
2,2365
2,2366
2,2372
2,2378
2,2389
2,2390
2,2391
2,2398
2,2406
2,2413
2,2428
18,0
18,176
18,177
18,267
18,307
18,578
18,854
18,1011
18,1405
18,1639
18,1941
18,2378
18,2744
18,3817
18,4268
18,4370
18,4517
18,4520
18,4522
18,4534
18,4535
18,4542
18,4546
18,4559
18,4578
18,4585
18,4587
18,4589
18,4590
18,4594
18,4595
18,4597
18,4602
18,5048
19,0
19,135
19,138
19,3002
19,4616
19,4617
19,4620
22,0
22,2
22,111
22,241
22,247
22,267
22,307
22,341
22,395
22,527
22,576
22,590
22,636
22,661
22,682
22,802
22,842
22,854
22,918
22,956
22,1010
22,1075
22,1174
22,1201
22,1307
22,1324
22,1394
22,1642
22,1695
22,1859
22,2208
22,2242
22,2290
22,2798
22,3206
22,3480
22,4427
22,4435
22,4753
22,4793
22,4860
22,4902
22,4913
22,4914
22,4916
22,4923
22,4926
22,4929
22,4930
22,4936
22,4937
22,4941
22,4943
22,4947
22,4952
22,4954
22,4956
22,4958
22,4969
22,4972
22,4977
22,4982
22,4985
22,4989
22,4994
22,5007
22,5017
25,0
25,4302
25,4855
34,0
34,62
34,523
34,526
34,830
34,1899
34,2240
34,2755
34,5048
34,5284
34,5303
34,5314
34,5324
34,5337
34,5353
35,0
35,307
35,491
35,2810
35,4632
35,4699
35,4994
35,5365
35,5379
35,5384
39,0
39,307
39,444
39,527
39,5479
43,0
43,111
43,307
43,446
43,472
43,476
43,504
43,865
43,918
43,1201
43,3128
43,5831
43,5843
43,5844
43,5845
43,5847
53,0
53,2
53,111
53,124
53,130
53,241
53,307
53,322
53,347
53,395
53,401
53,444
53,446
53,504
53,636
53,756
53,854
53,898
53,956
53,1075
53,1171
53,1174
53,1201
53,1307
53,1324
53,2182
53,4883
53,4936
53,5604
53,5607
53,6179
53,6182
53,6186
53,6193
53,6198
53,6199
53,6207
62,0
62,34
62,267
62,304
62,523
62,526
62,527
62,3992
62,3996
62,4394
62,5324
62,6489
62,6503
62,6507
62,6547
71,0
71,73
71,286
71,307
71,576
71,591
73,0
73,71
73,111
73,307
73,446
73,504
73,7242
79,0
79,578
79,4478
79,4645
79,7309
79,7319
85,0
85,124
85,138
85,304
85,483
85,504
85,2755
85,7365
85,7941
96,0
96,124
96,307
96,854
96,1174
96,1899
96,3541
96,4210
96,4779
96,5504
