UserID,priority
10282,2
10290,2
10302,2
10368,2
10374,2
10378,2
10388,2
10395,2
10410,2
10426,2
10445,2
10450,2
10456,2
10463,2
10467,2
10468,2
10507,2
10582,2
10585,2
10603,2
10610,2
10616,2
10623,2
10624,2
10636,2
10694,2
10714,2
10716,2
10720,2
10727,2
10730,2
10731,2
10757,2
10760,2
10761,2
10763,2
10781,2
10812,2
10815,2
10823,2
10844,2
10847,2
10851,2
10858,2
10864,2
10869,2
10912,2
10917,2
10928,2
10971,2
10990,2
10994,2
11000,2
11004,2
11006,2
11008,2
11019,2
11028,2
11032,2
11041,2
11043,2
11053,2
11054,2
11056,2
11060,2
11075,2
11081,2
11096,2
11097,2
11098,2
11105,2
11109,2
11169,2
11173,2
11199,2
11200,2
11206,2
11227,2
11244,2
11246,2
11255,2
11259,2
11264,2
11266,2
11275,2
11284,2
11296,2
11361,2
11544,2
11556,2
11557,2
11601,2
11611,2
11673,2
11687,2
11708,2
11730,2
11740,2
11742,2
11745,2
11843,2
11890,2
11896,2
11902,2
11930,2
11957,2
12033,2
12050,2
12052,2
12060,2
12185,2
12196,2
12213,2
12228,2
12237,2
12252,2
12269,2
12270,2
12278,2
12295,2
12302,2
12305,2
12321,2
12338,2
12373,2
12401,2
12501,2
12511,2
12545,2
12546,2
12576,2
12692,2
12722,2
12867,2
12899,2
12948,2
13007,2
13080,2
13090,2
13179,2
13204,2
13244,2
13256,2
13270,2
13338,2
13377,2
13389,2
13434,2
13436,2
13438,2
13460,2
13485,2
13549,2
13629,2
13650,2
13902,2
14068,2
14228,2
14406,2
14412,2
14415,2
14420,2
14428,2
14441,2
14443,2
14457,2
14472,2
14537,2
14553,2
14655,2
14660,2
14675,2
14831,2
14861,2
14918,2
14928,2
14942,2
14970,2
14973,2
14988,2
15096,2
15119,2
15163,2
15269,2
15320,2
15410,2
15594,2
15700,2
15718,2
16051,2
16222,2
16296,2
16351,2
16385,2
16417,2
16567,2
16581,2
16700,2
16733,2
16741,2
16917,2
16936,2
17023,2
17205,2
17505,2
17521,2
17607,2
17625,2
17682,2
17711,2
17807,2
17902,2
18048,2
18293,2
18299,2
18303,2
18351,2
18357,2
18403,2
18415,2
18501,2
18517,2
18528,2
18531,2
18569,2
18708,2
18811,2
18898,2
18921,2
18931,2
19096,2
19314,2
19346,2
19392,2
19401,2
19404,2
19459,2
19535,2
19571,2
19574,2
19577,2
19580,2
19586,2
19595,2
19602,2
19603,2
19648,2
19656,2
19693,2
19696,2
19702,2
19710,2
19744,2
19768,2
19809,2
19826,2
19835,2
19887,2
19900,2
19938,2
19955,2
20001,2
20030,2
20104,2
20150,2
20238,2
20251,2
20332,2
20452,2
20461,2
20494,2
20562,2
20575,2
20636,2
20737,2
20817,2
20886,2
20889,2
21077,2
21247,2
21372,2
21389,2
21422,2
21501,2
21508,2
21741,2
21974,2
21983,2
21996,2
21998,2
22047,2
22060,2
22076,2
22110,2
22126,2
22142,2
22149,2
22152,2
22156,2
22195,2
22229,2
22272,2
22292,2
22319,2
22320,2
22335,2
22341,2
22402,2
22449,2
22540,2
22582,2
22617,2
22620,2
22624,2
22626,2
22628,2
22630,2
22631,2
22632,2
22642,2
22656,2
22689,2
22750,2
22756,2
22782,2
22795,2
22830,2
22850,2
22856,2
22862,2
22920,2
22945,2
22956,2
22960,2
22965,2
23052,2
23069,2
23074,2
23116,2
23303,2
23350,2
23352,2
23360,2
23409,2
23412,2
23424,2
23431,2
23484,2
23530,2
23534,2
23540,2
23570,2
23628,2
23719,2
23722,2
23738,2
23798,2
23831,2
23879,2
23936,2
23937,2
23980,2
24011,2
24098,2
24104,2
24201,2
24203,2
24205,2
24241,2
24273,2
24283,2
24286,2
24289,2
24333,2
24365,2
24367,2
24413,2
24436,2
24447,2
24476,2
24569,2
24581,2
24589,2
24596,2
24709,2
24770,2
24875,2
24876,2
24901,2
24964,2
24981,2
25018,2
25024,2
25037,2
25038,2
25042,2
25059,2
25060,2
25061,2
25094,2
25159,2
25173,2
25175,2
25180,2
25230,2
25245,2
25275,2
25278,2
25294,2
25386,2
25464,2
25598,2
25636,2
25650,2
25684,2
25685,2
25686,2
25701,2
25706,2
25728,2
25734,2
25872,2
25887,2
26031,2
26062,2
26094,2
26123,2
26135,2
26225,2
26234,2
26245,2
26296,2
26300,2
26436,2
26575,2
26627,2
26629,2
26630,2
26642,2
26764,2
26769,2
26774,2
26807,2
26832,2
26856,2
26866,2
26978,2
27022,2
27041,2
27044,2
27058,2
27096,2
27125,2
27128,2
27171,2
27209,2
27419,2
27422,2
27587,2
27619,2
27644,2
27703,2
27713,2
27814,2
27824,2
28061,2
28100,2
28104,2
28207,2
28250,2
28299,2
28325,2
28372,2
28409,2
28411,2
28435,2
28510,2
28539,2
28558,2
28561,2
28568,2
28586,2
28602,2
28632,2
28635,2
28673,2
28685,2
28775,2
28802,2
28808,2
28809,2
28817,2
28819,2
28841,2
28845,2
28860,2
28873,2
28927,2
28932,2
28961,2
28974,2
29002,2
29023,2
29025,2
29063,2
29135,2
29149,2
29153,2
29175,2
29211,2
29286,2
29287,2
29310,2
29314,2
29317,2
29405,2
29441,2
29488,2
29523,2
29544,2
29598,2
29604,2
29642,2
29800,2
29874,2
29886,2
29919,2
29965,2
30123,2
30128,2
30343,2
30445,2
30814,2
30851,2
30880,2
31001,2
31255,2
31271,2
31308,2
31345,2
31349,2
31360,2
31363,2
31365,2
31377,2
31385,2
31396,2
31466,2
31543,2
31590,2
31686,2
31691,2
31732,2
31797,2
32027,2
32219,2
32225,2
32243,2
32332,2
32389,2
32435,2
32570,2
32770,2
32824,2
32868,2
32936,2
32955,2
33032,2
33334,2
33363,2
33585,2
33680,2
33848,2
33938,2
34020,2
34091,2
34096,2
34097,2
34215,2
34216,2
34393,2
34483,2
34613,2
34685,2
34697,2
34725,2
34757,2
34825,2
34830,2
34843,2
34846,2
34861,2
34875,2
34880,2
34894,2
34921,2
34950,2
34977,2
35022,2
35065,2
35080,2
35141,2
35142,2
35162,2
35224,2
35227,2
35265,2
35310,2
35351,2
35371,2
35389,2
35393,2
35449,2
35474,2
35592,2
35616,2
35619,2
35625,2
35648,2
35658,2
35743,2
35786,2
35801,2
35884,2
35887,2
35918,2
35963,2
36028,2
36068,2
36101,2
36162,2
36239,2
36282,2
36314,2
36316,2
36356,2
36395,2
36404,2
36485,2
36502,2
36546,2
36557,2
36609,2
36653,2
36673,2
36681,2
36698,2
36726,2
36904,2
37046,2
37070,2
37089,2
37240,2
37396,2
37479,2
37565,2
37600,2
37809,2
37846,2
37862,2
37967,2
38229,2
38230,2
38245,2
38339,2
38347,2
38365,2
38368,2
38377,2
38393,2
38421,2
38426,2
38441,2
38460,2
38478,2
38539,2
38545,2
38555,2
38576,2
38583,2
38652,2
38699,2
38710,2
38963,2
39002,2
39007,2
39067,2
39104,2
39350,2
39363,2
39386,2
39447,2
39467,2
39471,2
39544,2
39584,2
39605,2
39674,2
39675,2
39723,2
39727,2
39765,2
39935,2
40094,2
40141,2
40332,2
40449,2
40489,2
40835,2
41274,2
41314,2
41416,2
41443,2
41496,2
41570,2
41590,2
41596,2
41619,2
41625,2
41650,2
42021,2
42062,2
42099,2
42158,2
42584,2
42639,2
42655,2
42670,2
42714,2
42767,2
42789,2
42898,2
43044,2
43164,2
43237,2
43295,2
43623,2
43839,2
43935,2
44168,2
44250,2
44262,2
44272,2
44278,2
44296,2
44316,2
44350,2
44459,2
44476,2
44660,2
44706,2
45075,2
45085,2
45135,2
45143,2
45244,2
45308,2
46021,2
46137,2
46534,2
46594,2
46639,2
46719,2
46825,2
47481,2
47604,2
47987,2
48212,2
48213,2
48237,2
48557,2
48636,2
48657,2
48744,2
48758,2
48981,2
49130,2
49147,2
49215,2
49253,2
49340,2
49349,2
49539,2
49639,2
49727,2
49764,2
49896,2
50016,2
50571,2
51363,2
51424,2
51465,2
51472,2
52151,2
52485,2
52499,2
52667,2
52682,2
52689,2
52826,2
53208,2
53277,2
53780,2
54219,2
54226,2
54274,2
54292,2
54756,2
54960,2
55102,2
55175,2
55657,2
55830,2
55840,2
56012,2
56079,2
56138,2
56166,2
56252,2
56524,2
56818,2
57471,2
57746,2
57767,2
57943,2
58441,2
58688,2
58855,2
58860,2
59284,2
59355,2
60008,2
60625,2
60675,2
60688,2
60891,2
60999,2
61829,2
61835,2
61972,2
62223,2
62925,2
63528,2
63912,2
64296,2
65085,2
65371,2
65576,2
66795,2
67096,2
67326,2
67952,2
68406,2
68453,2
69296,2
69381,2
69558,2
69599,2
70497,2
70845,2
70850,2
70923,2
70957,2
71135,2
71289,2
71319,2
71322,2
71396,2
72122,2
72248,2
72289,2
72413,2
72553,2
72800,2
72861,2
73093,2
73584,2
73924,2
74172,2
74349,2
74758,2
74865,2
75549,2
76302,2
77527,2
77934,2
78034,2
78235,2
79281,2
79494,2
79950,2
80202,2
80473,2
80579,2
80830,2
81198,2
81798,2
81876,2
82130,2
82572,2
83179,2
84422,2
85650,2
86534,2
86891,2
87918,2
88011,2
88555,2
88948,2
88958,2
90562,2
92812,2
94389,2
94459,2
95064,2
98132,2
99753,2
99902,2
100233,2
100373,2
100728,2
100873,2
101020,2
101529,2
102052,2
102283,2
102367,2
102427,2
103558,2
104495,2
104674,2
105899,2
105981,2
106074,2
106239,2
106348,2
106368,2
106581,2
106643,2
107243,2
107455,2
107607,2
107713,2
108429,2
108582,2
108594,2
109029,2
109333,2
109770,2
109831,2
110158,2
110160,2
110200,2
110760,2
111054,2
111179,2
111548,2
111767,2
111930,2
112092,2
112220,2
112779,2
112787,2
112910,2
112927,2
113257,2
113316,2
113486,2
113677,2
113925,2
113931,2
114436,2
115179,2
116442,2
116592,2
116629,2
116802,2
116941,2
117008,2
117349,2
117443,2
117619,2
117889,2
118045,2
118920,2
118967,2
118969,2
118972,2
119042,2
119198,2
119430,2
119642,2
120384,2
120763,2
121305,2
121315,2
121377,2
121419,2
121453,2
121966,2
121991,2
122343,2
122386,2
122961,2
123031,2
123901,2
124067,2
124791,2
124896,2
125017,2
125163,2
125365,2
125652,2
125748,2
125847,2
126054,2
126255,2
126375,2
126679,2
126964,2
127732,2
127900,2
131485,2
131921,2
132211,2
133024,2
133578,2
133639,2
134738,2
135454,2
135989,2
137341,2
137448,2
137890,2
138443,2
139325,2
139386,2
139868,2
141108,2
142137,2
142773,2
144182,2
144769,2
147605,2
149827,2
153081,2
153328,2
153339,2
153907,2
155057,2
157062,2
157247,2
158110,2
159104,2
159346,2
159983,2
160019,2
161064,2
169833,2
171858,2
175791,2
178574,2
185905,2
186216,2
187533,2
189281,2
0,3
2,3
18,3
19,3
22,3
25,3
34,3
35,3
39,3
43,3
53,3
62,3
71,3
73,3
79,3
85,3
96,3
98,3
100,3
111,3
112,3
114,3
116,3
119,3
121,3
124,3
130,3
135,3
138,3
143,3
153,3
164,3
169,3
170,3
174,3
176,3
177,3
185,3
189,3
190,3
191,3
193,3
195,3
205,3
209,3
210,3
211,3
215,3
216,3
219,3
221,3
222,3
223,3
225,3
226,3
234,3
237,3
238,3
240,3
241,3
247,3
267,3
268,3
271,3
272,3
273,3
281,3
282,3
285,3
286,3
291,3
304,3
307,3
312,3
313,3
319,3
322,3
323,3
326,3
332,3
333,3
336,3
337,3
338,3
341,3
343,3
346,3
347,3
350,3
351,3
354,3
356,3
358,3
360,3
366,3
375,3
376,3
379,3
384,3
395,3
401,3
402,3
408,3
412,3
413,3
414,3
418,3
425,3
428,3
429,3
430,3
443,3
444,3
445,3
446,3
460,3
462,3
468,3
469,3
472,3
475,3
476,3
480,3
482,3
483,3
486,3
490,3
491,3
494,3
497,3
502,3
503,3
504,3
506,3
515,3
520,3
523,3
525,3
526,3
527,3
532,3
533,3
534,3
539,3
542,3
546,3
551,3
552,3
564,3
570,3
573,3
574,3
576,3
578,3
582,3
583,3
584,3
585,3
588,3
590,3
591,3
595,3
598,3
601,3
603,3
605,3
606,3
607,3
615,3
618,3
620,3
626,3
629,3
635,3
636,3
640,3
648,3
649,3
654,3
656,3
657,3
661,3
668,3
673,3
675,3
677,3
678,3
680,3
682,3
686,3
687,3
688,3
692,3
695,3
698,3
708,3
714,3
716,3
719,3
724,3
726,3
728,3
730,3
734,3
735,3
737,3
741,3
753,3
756,3
763,3
772,3
774,3
776,3
783,3
784,3
786,3
790,3
798,3
802,3
807,3
819,3
825,3
830,3
831,3
836,3
842,3
854,3
865,3
866,3
868,3
869,3
872,3
880,3
898,3
900,3
906,3
908,3
911,3
918,3
919,3
930,3
946,3
947,3
948,3
956,3
957,3
959,3
962,3
970,3
975,3
976,3
978,3
984,3
985,3
993,3
1001,3
1005,3
1008,3
1010,3
1011,3
1014,3
1015,3
1017,3
1045,3
1050,3
1052,3
1069,3
1071,3
1073,3
1075,3
1080,3
1086,3
1102,3
1105,3
1108,3
1114,3
1120,3
1121,3
1129,3
1146,3
1150,3
1154,3
1158,3
1167,3
1171,3
1174,3
1176,3
1186,3
1189,3
1192,3
1198,3
1199,3
1200,3
1201,3
1203,3
1207,3
1229,3
1233,3
1235,3
1236,3
1247,3
1251,3
1265,3
1266,3
1274,3
1275,3
1277,3
1282,3
1286,3
1288,3
1298,3
1307,3
1317,3
1323,3
1324,3
1326,3
1327,3
1336,3
1338,3
1340,3
1341,3
1346,3
1351,3
1352,3
1353,3
1356,3
1359,3
1365,3
1366,3
1381,3
1384,3
1388,3
1394,3
1395,3
1403,3
1404,3
1405,3
1406,3
1412,3
1414,3
1415,3
1416,3
1426,3
1430,3
1440,3
1441,3
1444,3
1455,3
1459,3
1461,3
1463,3
1474,3
1479,3
1488,3
1492,3
1497,3
1503,3
1508,3
1513,3
1516,3
1529,3
1542,3
1543,3
1546,3
1558,3
1568,3
1594,3
1603,3
1614,3
1619,3
1627,3
1638,3
1639,3
1642,3
1649,3
1651,3
1656,3
1660,3
1661,3
1663,3
1671,3
1684,3
1686,3
1687,3
1689,3
1695,3
1698,3
1703,3
1715,3
1720,3
1725,3
1741,3
1745,3
1749,3
1759,3
1766,3
1767,3
1773,3
1776,3
1786,3
1791,3
1801,3
1806,3
1807,3
1810,3
1812,3
1813,3
1827,3
1848,3
1852,3
1859,3
1868,3
1881,3
1891,3
1897,3
1899,3
1907,3
1910,3
1917,3
1921,3
1922,3
1923,3
1933,3
1940,3
1941,3
1948,3
1953,3
1954,3
1970,3
1982,3
1992,3
1997,3
1999,3
2000,3
2001,3
2002,3
2003,3
2027,3
2028,3
2040,3
2049,3
2050,3
2051,3
2053,3
2056,3
2059,3
2067,3
2073,3
2082,3
2088,3
2091,3
2100,3
2105,3
2123,3
2132,3
2139,3
2144,3
2159,3
2160,3
2181,3
2182,3
2184,3
2185,3
2200,3
2204,3
2208,3
2211,3
2240,3
2241,3
2242,3
2251,3
2252,3
2255,3
2273,3
2274,3
2280,3
2281,3
2283,3
2285,3
2290,3
2297,3
2305,3
2308,3
2312,3
2319,3
2320,3
2331,3
2341,3
2344,3
2355,3
2356,3
2357,3
2360,3
2361,3
2363,3
2365,3
2366,3
2372,3
2378,3
2389,3
2390,3
2391,3
2398,3
2406,3
2413,3
2428,3
2439,3
2462,3
2471,3
2476,3
2482,3
2485,3
2486,3
2488,3
2489,3
2493,3
2499,3
2500,3
2515,3
2523,3
2541,3
2545,3
2555,3
2562,3
2564,3
2583,3
2584,3
2596,3
2605,3
2612,3
2619,3
2624,3
2629,3
2631,3
2638,3
2643,3
2652,3
2654,3
2657,3
2661,3
2673,3
2676,3
2693,3
2697,3
2702,3
2714,3
2736,3
2741,3
2744,3
2745,3
2754,3
2755,3
2758,3
2761,3
2779,3
2798,3
2800,3
2807,3
2810,3
2821,3
2822,3
2823,3
2824,3
2842,3
2861,3
2867,3
2878,3
2890,3
2909,3
2914,3
2917,3
2918,3
2930,3
2932,3
2935,3
2941,3
2960,3
2963,3
2969,3
2970,3
2971,3
2984,3
2990,3
3002,3
3010,3
3012,3
3014,3
3018,3
3021,3
3024,3
3039,3
3052,3
3072,3
3073,3
3074,3
3085,3
3087,3
3089,3
3092,3
3100,3
3103,3
3113,3
3117,3
3120,3
3121,3
3123,3
3128,3
3129,3
3138,3
3157,3
3165,3
3166,3
3167,3
3175,3
3180,3
