Origin,OneHop,TwoHop,ThreeHop
,,40332,19074
,,40449,19096
,,40489,19138
,,40835,19161
,,41274,19162
,,41314,19164
,,41416,19170
,,41443,19177
,,41496,19194
,,41570,19285
,,41590,19309
,,41596,19314
,,41619,19325
,,41625,19346
,,41650,19385
,,42021,19392
,,42062,19401
,,42099,19404
,,42158,19424
,,42584,19438
,,42639,19439
,,42655,19445
,,42670,19459
,,42714,19468
,,42767,19524
,,42789,19531
,,42898,19535
,,43044,19571
,,43164,19574
,,43237,19577
,,43295,19580
,,43623,19585
,,43839,19586
,,43935,19595
,,44168,19601
,,44250,19602
,,44262,19603
,,44272,19627
,,44278,19648
,,44296,19656
,,44316,19687
,,44350,19693
,,44459,19696
,,44476,19702
,,44660,19710
,,44706,19717
,,45075,19740
,,45085,19744
,,45135,19768
,,45143,19769
,,45244,19809
,,45308,19826
,,46021,19835
,,46137,19841
,,46534,19867
,,46594,19887
,,46639,19900
,,46719,19938
,,46825,19946
,,47481,19955
,,47604,20001
,,47987,20006
,,48212,20011
,,48213,20030
,,48237,20072
,,48557,20084
,,48636,20104
,,48657,20107
,,48744,20148
,,48758,20150
,,48981,20161
,,49130,20238
,,49147,20251
,,49215,20332
,,49253,20341
,,49340,20452
,,49349,20461
,,49539,20494
,,49639,20562
,,49727,20570
,,49764,20575
,,49896,20610
,,50016,20624
,,50571,20636
,,51363,20737
,,51424,20740
,,51465,20792
,,51472,20817
,,52151,20829
,,52485,20886
,,52499,20889
,,52667,20897
,,52682,20936
,,52689,21077
,,52826,21182
,,53208,21247
,,53277,21250
,,53780,21372
,,54219,21389
,,54226,21422
,,54274,21501
,,54292,21504
,,54756,21508
,,54960,21565
,,55102,21593
,,55175,21625
,,55657,21727
,,55830,21741
,,55840,21757
,,56012,21961
,,56079,21974
,,56138,21983
,,56166,21996
,,56252,21998
,,56524,22047
,,56818,22060
,,57471,22076
,,57746,22110
,,57767,22126
,,57943,22142
,,58441,22149
,,58688,22152
,,58855,22156
,,58860,22195
,,59284,22229
,,59355,22272
,,60008,22279
,,60625,22292
,,60675,22295
,,60688,22319
,,60891,22320
,,60999,22335
,,61829,22341
,,61835,22402
,,61972,22440
,,62223,22449
,,62925,22540
,,63528,22554
,,63912,22582
,,64296,22617
,,65085,22620
,,65371,22624
,,65576,22626
,,66795,22628
,,67096,22630
,,67326,22631
,,67952,22632
,,68406,22642
,,68453,22656
,,69296,22689
,,69381,22750
,,69558,22756
,,69599,22782
,,70497,22795
,,70845,22830
,,70850,22850
,,70923,22856
,,70957,22862
,,71135,22869
,,71289,22920
,,71319,22945
,,71322,22946
,,71396,22956
,,72122,22960
,,72248,22965
,,72289,22988
,,72413,23052
,,72553,23069
,,72800,23074
,,72861,23112
,,73093,23116
,,73584,23275
,,73924,23303
,,74172,23350
,,74349,23352
,,74758,23360
,,74865,23375
,,75549,23408
,,76302,23409
,,77527,23412
,,77934,23424
,,78034,23431
,,78235,23432
,,79281,23436
,,79494,23450
,,79950,23484
,,80202,23530
,,80473,23534
,,80579,23540
,,80830,23543
,,81198,23570
,,81798,23618
,,81876,23628
,,82130,23719
,,82572,23722
,,83179,23738
,,84422,23798
,,85650,23831
,,86534,23861
,,86891,23879
,,87918,23936
,,88011,23937
,,88555,23980
,,88948,24011
,,88958,24098
,,90562,24104
,,92812,24201
,,94389,24203
,,94459,24205
,,95064,24241
,,98132,24273
,,99753,24283
,,99902,24286
,,100233,24289
,,100373,24333
,,100728,24365
,,100873,24367
,,101020,24391
,,101529,24413
,,102052,24436
,,102283,24447
,,102367,24476
,,102427,24516
,,103558,24536
,,104495,24569
,,104674,24575
,,105899,24581
,,105981,24589
,,106074,24590
,,106239,24591
,,106348,24596
,,106368,24597
,,106581,24695
,,106643,24700
,,107243,24707
,,107455,24709
,,107607,24732
,,107713,24755
,,108429,24759
,,108582,24760
,,108594,24770
,,109029,24875
,,109333,24876
,,109770,24901
,,109831,24964
,,110158,24981
,,110160,25018
,,110200,25024
,,110760,25037
,,111054,25038
,,111179,25042
,,111548,25059
,,111767,25060
,,111930,25061
,,112092,25094
,,112220,25139
,,112779,25159
,,112787,25161
,,112910,25173
,,112927,25175
,,113257,25180
,,113316,25230
,,113486,25245
,,113677,25275
,,113925,25278
,,113931,25294
,,114436,25386
,,115179,25464
,,116442,25487
,,116592,25510
,,116629,25598
,,116802,25636
,,116941,25650
,,117008,25684
,,117349,25685
,,117443,25686
,,117619,25701
,,117889,25706
,,118045,25728
,,118920,25734
,,118967,25872
,,118969,25887
,,118972,25890
,,119042,25898
,,119198,25919
,,119430,25932
,,119642,26031
,,120384,26049
,,120763,26062
,,121305,26094
,,121315,26123
,,121377,26135
,,121419,26200
,,121453,26219
,,121966,26225
,,121991,26234
,,122343,26245
,,122386,26296
,,122961,26300
,,123031,26319
,,123901,26436
,,124067,26575
,,124791,26627
,,124896,26629
,,125017,26630
,,125163,26642
,,125365,26705
,,125652,26760
,,125748,26764
,,125847,26769
,,126054,26774
,,126255,26807
,,126375,26832
,,126679,26856
,,126964,26866
,,127732,26885
,,127900,26913
,,131485,26978
,,131921,27022
,,132211,27041
,,133024,27044
,,133578,27058
,,133639,27096
,,134738,27125
,,135454,27128
,,135989,27171
,,137341,27209
,,137448,27331
,,137890,27419
,,138443,27422
,,139325,27587
,,139386,27619
,,139868,27644
,,141108,27703
,,142137,27713
,,142773,27814
,,144182,27824
,,144769,27833
,,147605,27845
,,149827,28061
,,153081,28094
,,153328,28100
,,153339,28104
,,153907,28207
,,155057,28214
,,157062,28250
,,157247,28279
,,158110,28299
,,159104,28325
,,159346,28372
,,159983,28375
,,160019,28399
,,161064,28409
,,169833,28411
,,171858,28412
,,175791,28424
,,178574,28435
,,185905,28444
,,186216,28448
,,187533,28470
,,189281,28508
,,,28510
,,,28529
,,,28539
,,,28558
,,,28561
,,,28568
,,,28586
,,,28602
,,,28632
,,,28635
,,,28673
,,,28685
,,,28775
,,,28802
,,,28808
,,,28809
,,,28817
,,,28819
,,,28841
,,,28845
,,,28860
,,,28873
,,,28927
,,,28932
,,,28961
,,,28974
,,,29002
,,,29023
,,,29025
,,,29062
,,,29063
,,,29098
,,,29105
,,,29135
,,,29149
,,,29153
,,,29175
,,,29211
,,,29225
,,,29242
,,,29286
,,,29287
,,,29294
,,,29305
,,,29310
,,,29314
,,,29317
,,,29345
,,,29348
,,,29372
,,,29405
,,,29441
,,,29442
,,,29467
,,,29485
,,,29488
,,,29495
,,,29506
,,,29523
,,,29524
,,,29544
,,,29555
,,,29598
,,,29604
,,,29642
,,,29669
,,,29670
,,,29702
,,,29722
,,,29737
,,,29800
,,,29874
,,,29886
,,,29888
,,,29913
,,,29919
,,,29923
,,,29927
,,,29929
,,,29939
,,,29953
,,,29965
,,,30006
,,,30075
,,,30121
,,,30123
,,,30128
,,,30250
,,,30343
,,,30445
,,,30481
,,,30514
,,,30527
,,,30563
,,,30599
,,,30701
,,,30792
,,,30814
,,,30851
,,,30865
,,,30880
,,,30969
,,,31001
,,,31005
,,,31041
,,,31255
,,,31261
,,,31271
,,,31308
,,,31345
,,,31349
,,,31360
,,,31363
,,,31365
,,,31377
,,,31385
,,,31396
,,,31466
,,,31490
,,,31543
,,,31590
,,,31686
,,,31691
,,,31732
,,,31797
,,,32027
,,,32164
,,,32219
,,,32225
,,,32243
,,,32300
,,,32305
,,,32332
,,,32348
,,,32349
,,,32389
,,,32399
,,,32400
,,,32409
,,,32415
,,,32435
,,,32452
,,,32477
,,,32506
,,,32570
,,,32574
,,,32591
,,,32605
,,,32659
,,,32722
,,,32734
,,,32750
,,,32768
,,,32770
,,,32821
,,,32824
,,,32827
,,,32868
,,,32936
,,,32955
,,,32969
,,,33019
,,,33032
,,,33039
,,,33063
,,,33123
,,,33229
,,,33303
,,,33308
,,,33313
,,,33334
,,,33345
,,,33363
,,,33413
,,,33441
,,,33480
,,,33585
,,,33674
,,,33680
,,,33693
,,,33712
,,,33729
,,,33730
,,,33783
,,,33848
,,,33887
,,,33929
,,,33938
,,,33990
,,,34020
,,,34039
,,,34091
,,,34094
,,,34096
,,,34097
,,,34141
,,,34144
,,,34215
,,,34216
,,,34218
,,,34223
,,,34329
,,,34353
,,,34393
,,,34412
,,,34483
,,,34534
,,,34602
,,,34613
,,,34685
,,,34686
,,,34697
,,,34725
,,,34756
,,,34757
,,,34780
,,,34825
,,,34830
,,,34843
,,,34846
,,,34861
,,,34875
,,,34880
,,,34894
,,,34921
,,,34950
,,,34977
,,,35022
,,,35065
,,,35080
,,,35141
,,,35142
,,,35162
,,,35224
,,,35227
,,,35265
,,,35310
,,,35351
,,,35371
,,,35389
,,,35393
,,,35449
,,,35474
,,,35592
,,,35616
,,,35619
,,,35625
,,,35648
,,,35658
,,,35743
,,,35786
,,,35801
,,,35884
,,,35887
,,,35916
,,,35918
,,,35924
,,,35963
,,,36002
,,,36028
,,,36059
,,,36068
,,,36075
,,,36095
,,,36101
,,,36162
,,,36169
,,,36239
,,,36282
,,,36314
,,,36316
,,,36356
,,,36395
,,,36404
,,,36424
,,,36456
,,,36485
,,,36502
,,,36546
,,,36557
,,,36609
,,,36653
,,,36673
,,,36681
,,,36698
,,,36712
,,,36726
,,,36749
,,,36798
,,,36814
,,,36819
,,,36904
,,,36908
,,,36928
,,,37046
,,,37070
,,,37089
,,,37240
,,,37262
,,,37371
,,,37377
,,,37388
,,,37396
,,,37401
,,,37479
,,,37561
,,,37565
,,,37595
,,,37600
,,,37622
,,,37661
,,,37664
,,,37667
,,,37703
,,,37742
,,,37764
,,,37809
,,,37846
,,,37862
,,,37877
,,,37887
,,,37928
,,,37936
,,,37967
,,,38006
,,,38022
,,,38025
,,,38026
,,,38032
,,,38075
,,,38083
,,,38099
,,,38110
,,,38121
,,,38129
,,,38151
,,,38165
,,,38170
,,,38172
,,,38175
,,,38201
,,,38229
,,,38230
,,,38238
,,,38245
,,,38252
,,,38276
,,,38277
,,,38293
,,,38318
,,,38339
,,,38342
,,,38343
,,,38347
,,,38349
,,,38356
,,,38365
,,,38368
,,,38371
,,,38377
,,,38379
,,,38388
,,,38393
,,,38394
,,,38406
,,,38409
,,,38421
,,,38424
,,,38426
,,,38428
,,,38430
,,,38441
,,,38443
,,,38448
,,,38459
,,,38460
,,,38463
,,,38464
,,,38467
,,,38478
,,,38494
,,,38495
,,,38496
,,,38537
,,,38539
,,,38545
,,,38555
,,,38576
,,,38577
,,,38583
,,,38585
,,,38592
,,,38622
,,,38624
,,,38643
,,,38652
,,,38657
,,,38680
,,,38681
,,,38699
,,,38710
,,,38736
,,,38843
,,,38849
,,,38870
,,,38873
,,,38878
,,,38907
,,,38912
,,,38921
,,,38963
,,,38992
,,,38994
,,,39002
,,,39007
,,,39067
,,,39104
,,,39147
,,,39161
,,,39179
,,,39185
,,,39190
,,,39199
,,,39202
,,,39214
,,,39222
,,,39226
,,,39233
,,,39256
,,,39328
,,,39332
,,,39336
,,,39350
,,,39363
,,,39370
,,,39371
,,,39384
,,,39386
,,,39407
,,,39424
,,,39439
,,,39446
,,,39447
,,,39452
,,,39456
,,,39461
,,,39465
,,,39467
,,,39471
,,,39478
,,,39537
,,,39541
,,,39544
,,,39547
,,,39556
,,,39557
,,,39559
,,,39561
,,,39571
,,,39577
,,,39578
,,,39579
,,,39581
,,,39584
,,,39587
,,,39588
,,,39596
,,,39602
,,,39605
,,,39608
,,,39610
,,,39611
,,,39612
,,,39613
,,,39619
,,,39622
,,,39623
,,,39625
,,,39627
,,,39637
,,,39674
,,,39675
,,,39686
,,,39723
,,,39727
,,,39729
,,,39739
,,,39743
,,,39745
,,,39746
,,,39747
,,,39765
,,,39766
,,,39784
,,,39785
,,,39789
,,,39885
,,,39935
,,,40004
,,,40020
,,,40092
,,,40094
,,,40096
,,,40109
,,,40141
,,,40160
,,,40300
,,,40302
,,,40306
,,,40332
,,,40441
,,,40449
,,,40489
,,,40496
,,,40536
,,,40537
,,,40543
,,,40552
,,,40624
,,,40655
,,,40678
,,,40744
,,,40835
,,,40938
,,,40959
,,,41014
,,,41069
,,,41078
,,,41264
,,,41274
,,,41314
,,,41350
,,,41357
,,,41395
,,,41416
,,,41418
,,,41442
,,,41443
,,,41465
,,,41473
,,,41474
,,,41491
,,,41496
,,,41507
,,,41524
,,,41525
,,,41539
,,,41564
,,,41570
,,,41584
,,,41590
,,,41592
,,,41596
,,,41599
,,,41609
,,,41619
,,,41625
,,,41626
,,,41650
,,,41948
,,,41968
,,,41994
,,,42006
,,,42019
,,,42021
,,,42031
,,,42061
,,,42062
,,,42099
,,,42158
,,,42316
,,,42382
,,,42426
,,,42451
,,,42462
,,,42478
,,,42480
,,,42557
,,,42584
,,,42636
,,,42639
,,,42655
,,,42659
,,,42670
,,,42694
,,,42714
,,,42721
,,,42741
,,,42753
,,,42767
,,,42789
,,,42800
,,,42845
,,,42846
,,,42854
,,,42898
,,,42946
,,,42960
,,,42990
,,,42997
,,,43002
,,,43011
,,,43026
,,,43044
,,,43110
,,,43164
,,,43208
,,,43231
,,,43232
,,,43237
,,,43295
,,,43298
,,,43306
,,,43494
,,,43623
,,,43673
,,,43679
,,,43705
,,,43710
,,,43737
,,,43839
,,,43840
,,,43935
,,,43957
,,,43958
,,,43981
,,,43992
,,,44001
,,,44007
,,,44016
,,,44032
,,,44054
,,,44073
,,,44168
,,,44194
,,,44210
,,,44211
,,,44241
,,,44250
,,,44262
,,,44272
,,,44278
,,,44293
,,,44296
,,,44309
,,,44314
,,,44316
,,,44350
,,,44385
,,,44388
,,,44391
,,,44416
,,,44445
,,,44459
,,,44476
,,,44536
,,,44538
,,,44653
,,,44660
,,,44664
,,,44666
,,,44680
,,,44696
,,,44706
,,,44720
,,,44730
,,,44740
,,,44762
,,,44768
,,,44785
,,,44847
,,,44968
,,,45017
,,,45023
,,,45056
,,,45075
,,,45083
,,,45085
,,,45125
,,,45132
,,,45135
,,,45143
,,,45244
,,,45308
,,,45375
,,,45388
,,,45741
,,,45872
,,,45886
,,,46021
,,,46072
,,,46094
,,,46106
,,,46115
,,,46137
,,,46313
,,,46381
,,,46393
,,,46414
,,,46534
,,,46594
,,,46639
,,,46719
,,,46825
,,,46991
,,,47044
,,,47185
,,,47203
,,,47220
,,,47350
,,,47351
,,,47363
,,,47366
,,,47390
,,,47481
,,,47587
,,,47604
,,,47605
,,,47622
,,,47745
,,,47783
,,,47860
,,,47876
,,,47882
,,,47890
,,,47901
,,,47905
,,,47908
,,,47934
,,,47987
,,,48016
,,,48024
,,,48054
,,,48088
,,,48097
,,,48211
,,,48212
,,,48213
,,,48217
,,,48235
,,,48237
,,,48239
,,,48245
,,,48269
,,,48282
,,,48306
,,,48375
,,,48456
,,,48459
,,,48461
,,,48464
,,,48522
,,,48525
,,,48534
,,,48537
,,,48545
,,,48555
,,,48557
,,,48636
,,,48657
,,,48709
,,,48744
,,,48758
,,,48837
,,,48839
,,,48842
,,,48860
,,,48874
,,,48931
,,,48954
,,,48969
,,,48979
,,,48981
,,,48990
,,,49009
,,,49060
,,,49092
,,,49101
,,,49130
,,,49144
,,,49147
,,,49181
,,,49202
,,,49215
,,,49239
,,,49247
,,,49248
,,,49253
,,,49304
,,,49333
,,,49340
,,,49346
,,,49349
,,,49363
,,,49366
,,,49370
,,,49383
,,,49386
,,,49403
,,,49415
,,,49493
,,,49498
,,,49539
,,,49564
,,,49573
,,,49600
,,,49623
,,,49633
,,,49639
,,,49701
,,,49727
,,,49752
,,,49758
,,,49761
,,,49764
,,,49804
,,,49886
,,,49896
,,,49904
,,,49906
,,,49909
,,,49918
,,,49938
,,,49939
,,,49952
,,,49961
,,,49963
,,,49968
,,,49973
,,,49990
,,,50005
,,,50014
,,,50016
,,,50081
,,,50182
,,,50247
,,,50337
,,,50347
,,,50538
,,,50571
,,,50663
,,,50832
,,,50878
,,,50905
,,,50907
,,,50921
,,,50998
,,,51039
,,,51072
,,,51363
,,,51424
,,,51465
,,,51472
,,,51498
,,,51545
,,,51574
,,,51584
,,,51615
,,,51816
,,,51841
,,,51842
,,,51847
,,,51864
,,,51877
,,,51888
,,,51938
,,,51955
,,,52004
,,,52111
,,,52132
,,,52134
,,,52151
,,,52176
,,,52197
,,,52365
,,,52481
,,,52485
,,,52489
,,,52499
,,,52577
,,,52660
,,,52667
,,,52682
,,,52686
,,,52688
,,,52689
,,,52699
,,,52754
,,,52826
,,,52890
,,,52905
,,,52925
,,,53208
,,,53209
,,,53277
,,,53675
,,,53695
,,,53700
,,,53780
,,,53843
,,,53848
,,,53959
,,,54035
,,,54063
,,,54093
,,,54219
,,,54226
,,,54274
,,,54292
,,,54333
,,,54430
,,,54470
,,,54495
,,,54598
,,,54599
,,,54607
,,,54655
,,,54660
,,,54690
,,,54701
,,,54713
,,,54756
,,,54782
,,,54805
,,,54815
,,,54825
,,,54828
,,,54836
,,,54934
,,,54940
,,,54960
,,,55073
,,,55077
,,,55102
,,,55122
,,,55175
,,,55189
,,,55192
,,,55195
,,,55220
,,,55245
,,,55316
,,,55363
,,,55383
,,,55428
,,,55452
,,,55567
,,,55653
,,,55657
,,,55660
,,,55682
,,,55691
,,,55706
,,,55718
,,,55719
,,,55733
,,,55748
,,,55756
,,,55765
,,,55770
,,,55802
,,,55803
,,,55813
,,,55830
,,,55840
,,,55914
,,,55929
,,,56012
,,,56045
,,,56079
,,,56138
,,,56166
,,,56252
,,,56256
,,,56267
,,,56271
,,,56280
,,,56292
,,,56307
,,,56332
,,,56334
,,,56412
,,,56488
,,,56505
,,,56524
,,,56546
,,,56572
,,,56601
,,,56602
,,,56632
,,,56651
,,,56657
,,,56708
,,,56712
,,,56739
,,,56741
,,,56759
,,,56776
,,,56787
,,,56814
,,,56818
,,,56906
,,,56916
,,,56950
,,,56984
,,,57088
,,,57089
,,,57115
,,,57162
,,,57163
,,,57255
,,,57264
,,,57271
,,,57318
,,,57334
,,,57471
,,,57612
,,,57613
,,,57626
,,,57688
,,,57746
,,,57750
,,,57751
,,,57767
,,,57774
,,,57786
,,,57790
,,,57795
,,,57809
,,,57936
,,,57943
,,,58239
,,,58340
,,,58351
,,,58441
,,,58487
,,,58501
,,,58503
,,,58509
,,,58523
,,,58688
,,,58758
,,,58838
,,,58853
,,,58855
,,,58860
,,,58899
,,,59010
,,,59122
,,,59174
,,,59239
,,,59284
,,,59355
,,,59473
,,,59530
,,,59722
,,,59781
,,,59785
,,,59896
,,,60008
,,,60056
,,,60073
,,,60200
,,,60625
,,,60627
,,,60661
,,,60675
,,,60688
,,,60891
,,,60949
,,,60985
,,,60999
,,,61254
,,,61262
,,,61283
,,,61303
,,,61829
,,,61835
,,,61856
,,,61972
,,,61979
,,,61980
,,,62009
,,,62223
,,,62678
,,,62695
,,,62716
,,,62722
,,,62732
,,,62838
,,,62878
,,,62904
,,,62925
,,,62955
,,,62956
,,,62971
,,,63105
,,,63163
,,,63343
,,,63528
,,,63588
,,,63837
,,,63869
,,,63912
,,,64014
,,,64049
,,,64296
,,,64317
,,,64705
,,,65016
,,,65039
,,,65080
,,,65085
,,,65371
,,,65576
,,,66094
,,,66177
,,,66226
,,,66269
,,,66468
,,,66492
,,,66504
,,,66506
,,,66549
,,,66554
,,,66725
,,,66795
,,,66811
,,,66923
,,,67013
,,,67096
,,,67280
,,,67326
,,,67337
,,,67622
,,,67794
,,,67952
,,,68309
,,,68310
,,,68406
,,,68453
,,,68488
,,,68667
,,,68739
,,,69116
,,,69141
,,,69161
,,,69175
,,,69296
,,,69320
,,,69381
,,,69477
,,,69515
,,,69518
,,,69558
,,,69599
,,,69630
,,,69649
,,,69658
,,,69710
,,,69729
,,,69783
,,,69859
,,,70022
,,,70497
,,,70845
,,,70850
,,,70884
,,,70908
,,,70923
,,,70957
,,,71002
,,,71125
,,,71135
,,,71244
,,,71289
,,,71319
,,,71322
,,,71363
,,,71396
,,,71461
,,,71585
,,,72096
,,,72122
,,,72127
,,,72135
,,,72248
,,,72289
,,,72413
,,,72553
,,,72788
,,,72800
,,,72860
,,,72861
,,,72888
,,,72897
,,,73052
,,,73093
,,,73393
,,,73435
,,,73584
,,,73655
,,,73881
,,,73890
,,,73909
,,,73924
,,,74056
,,,74112
,,,74140
,,,74172
,,,74242
,,,74318
,,,74321
,,,74349
,,,74758
,,,74865
,,,75043
,,,75549
,,,75918
,,,76148
,,,76302
,,,76414
,,,77022
,,,77527
,,,77596
,,,77651
,,,77738
,,,77790
,,,77934
,,,77966
,,,78034
,,,78185
,,,78198
,,,78235
,,,78710
,,,78745
,,,78892
,,,78949
,,,79045
,,,79281
,,,79428
,,,79494
,,,79801
,,,79866
,,,79876
,,,79950
,,,80202
,,,80236
,,,80375
,,,80406
,,,80473
,,,80579
,,,80704
,,,80710
,,,80830
,,,80976
,,,81198
,,,81421
,,,81429
,,,81604
,,,81798
,,,81876
,,,82130
,,,82326
,,,82541
,,,82572
,,,82693
,,,82705
,,,82956
,,,83179
,,,83437
,,,83822
,,,83839
,,,83844
,,,83955
,,,84156
,,,84422
,,,84560
,,,84572
,,,84651
,,,84658
,,,85561
,,,85650
,,,86534
,,,86748
,,,86830
,,,86878
,,,86891
,,,87112
,,,87186
,,,87370
,,,87441
,,,87918
,,,88011
,,,88184
,,,88309
,,,88555
,,,88573
,,,88707
,,,88948
,,,88958
,,,89605
,,,89732
,,,89799
,,,90273
,,,90283
,,,90478
,,,90562
,,,90613
,,,90775
,,,90786
,,,91184
,,,91701
,,,91967
,,,92812
,,,93015
,,,93269
,,,93694
,,,93712
,,,93917
,,,94389
,,,94459
,,,94748
,,,94753
,,,95064
,,,96239
,,,96276
,,,96349
,,,97394
,,,97403
,,,97433
,,,97903
,,,97940
,,,98132
,,,99230
,,,99753
,,,99902
,,,100233
,,,100253
,,,100256
,,,100373
,,,100404
,,,100728
,,,100800
,,,100873
,,,101020
,,,101529
,,,101575
,,,101683
,,,101761
,,,101848
,,,101866
,,,102052
,,,102101
,,,102283
,,,102367
,,,102427
,,,102579
,,,102802
,,,102869
,,,102886
,,,103357
,,,103367
,,,103370
,,,103372
,,,103380
,,,103387
,,,103558
,,,103655
,,,103730
,,,103803
,,,103904
,,,103938
,,,103959
,,,104495
,,,104674
,,,104730
,,,105051
,,,105116
,,,105328
,,,105899
,,,105939
,,,105981
,,,106074
,,,106239
,,,106348
,,,106368
,,,106541
,,,106581
,,,106643
,,,106751
,,,106784
,,,107001
,,,107012
,,,107143
,,,107243
,,,107428
,,,107439
,,,107455
,,,107536
,,,107544
,,,107553
,,,107562
,,,107576
,,,107586
,,,107596
,,,107607
,,,107660
,,,107713
,,,107863
,,,108429
,,,108491
,,,108494
,,,108582
,,,108594
,,,108642
,,,108766
,,,109029
,,,109056
,,,109057
,,,109068
,,,109333
,,,109706
,,,109768
,,,109770
,,,109831
,,,110158
,,,110159
,,,110160
,,,110200
,,,110210
,,,110346
,,,110613
,,,110760
,,,110865
,,,110876
,,,111011
,,,111053
,,,111054
,,,111179
,,,111438
,,,111548
,,,111565
,,,111767
,,,111930
,,,112092
,,,112220
,,,112312
,,,112491
,,,112631
,,,112638
,,,112664
,,,112665
,,,112779
,,,112787
,,,112910
,,,112927
,,,113257
,,,113266
,,,113316
,,,113486
,,,113502
,,,113654
,,,113659
,,,113660
,,,113677
,,,113925
,,,113931
,,,114160
,,,114436
,,,114505
,,,114592
,,,114608
,,,114740
,,,115179
,,,115218
,,,115262
,,,115455
,,,115554
,,,115779
,,,116187
,,,116237
,,,116441
,,,116442
,,,116592
,,,116629
,,,116680
,,,116802
,,,116930
,,,116941
,,,116949
,,,117008
,,,117152
,,,117156
,,,117277
,,,117289
,,,117349
,,,117374
,,,117379
,,,117382
,,,117391
,,,117397
,,,117443
,,,117492
,,,117619
,,,117728
,,,117729
,,,117805
,,,117889
,,,118045
,,,118125
,,,118351
,,,118545
,,,118920
,,,118967
,,,118969
,,,118972
,,,119042
,,,119150
,,,119198
,,,119342
,,,119430
,,,119549
,,,119554
,,,119642
,,,119651
,,,119722
,,,119732
,,,120384
,,,120763
,,,120830
,,,121305
,,,121315
,,,121377
,,,121419
,,,121453
,,,121654
,,,121775
,,,121966
,,,121991
,,,122333
,,,122343
,,,122386
,,,122828
,,,122961
,,,123031
,,,123827
,,,123901
,,,124001
,,,124067
,,,124070
,,,124662
,,,124791
,,,124896
,,,125017
,,,125163
,,,125365
,,,125469
,,,125652
,,,125748
,,,125847
,,,126054
,,,126202
,,,126255
,,,126256
,,,126263
,,,126375
,,,126376
,,,126448
,,,126633
,,,126679
,,,126964
,,,127083
,,,127119
,,,127385
,,,127730
,,,127732
,,,127766
,,,127848
,,,127900
,,,128315
,,,129469
,,,131011
,,,131485
,,,131582
,,,131813
,,,131921
,,,132059
,,,132063
,,,132211
,,,132243
,,,132332
,,,132337
,,,132345
,,,133024
,,,133578
,,,133639
,,,133741
,,,134477
,,,134738
,,,135454
,,,135520
,,,135989
,,,136001
,,,136485
,,,137002
,,,137012
,,,137134
,,,137341
,,,137448
,,,137890
,,,138443
,,,139325
,,,139386
,,,139868
,,,140922
,,,141108
,,,142137
,,,142182
,,,142326
,,,142461
,,,142773
,,,144182
,,,144769
,,,146227
,,,147237
,,,147605
,,,149827
,,,152499
,,,153081
,,,153328
,,,153339
,,,153555
,,,153907
,,,155057
,,,155089
,,,157043
,,,157062
,,,157247
,,,158110
,,,159104
,,,159346
,,,159983
,,,160019
,,,161064
,,,169833
,,,171858
,,,175791
,,,176235
,,,176357
,,,178574
,,,179880
,,,185905
,,,186216
,,,187533
,,,189281
,,,195418
